NounRatio,AdjectiveRatio,VerbRatio,AdverbRatio,Conjunction,AvgWordLength,Target
0.2132239822605116,0.0755519718205256,0.1584777142372126,0.06760527516365526,16245,4.338896374651204,1
0.21928764166216946,0.07372908796546142,0.1572153264975715,0.06634646519158122,15774,4.355196977873718,1
0.21918466208137027,0.07035329947163486,0.1534813845823667,0.06984230804607099,15983,4.233042749542663,1
0.19549945225580156,0.06961879013859436,0.1641021517804199,0.0697795957748319,18225,4.226183177720379,1
0.22220705790602457,0.07900175472801715,0.16168843829206472,0.0700331448625463,8859,4.33799961006044,1
0.23026492269064455,0.07931585780658176,0.1524297992424649,0.06266296125411762,16655,4.397673744863032,1
0.21259691410148154,0.07231135334305673,0.15874721731787825,0.06248560681661165,4626,4.328356490366162,1
0.22505135633394785,0.0797366341848828,0.1505925730840137,0.06548327627074006,16359,4.396597313668686,1
0.2263993413500006,0.0725326715910804,0.1578208889455802,0.0666883124412955,15553,4.339946890545821,1
0.21925752828084338,0.0781029263370333,0.15122417547400288,0.07114557331775452,15373,4.27939879972383,1
0.2238878240694038,0.06846565116513668,0.16054675678402097,0.062342378694643395,18151,4.2618783415716734,1
0.20648773258685987,0.0627367034414622,0.15741808002634614,0.06611230034579285,4329,4.022682364564465,1
0.22676537585421414,0.06850797266514806,0.16412300683371298,0.06326879271070615,3015,4.259567198177677,1
0.22674090555833537,0.07619422767776346,0.1565830237088927,0.0672940775675762,15982,4.3937038890249225,1
0.22633064025009134,0.07266249847752831,0.152754658763347,0.06404530875725711,17145,4.344504892209005,1
0.22787206337743054,0.07343334536979286,0.15479981179354188,0.06489840133932968,16087,4.350348510214578,1
0.1955352601906658,0.07146180732148075,0.16089727635722248,0.07090993691363769,16333,4.292307359354203,1
0.23998105163429653,0.07383546502447497,0.1453023843360177,0.06398231485867677,5128,4.27320385283436,1
0.2133073960855929,0.06994124419389416,0.15881932589622455,0.06518718488228989,17341,4.278663305411092,1
0.24732517719290326,0.06911651844160535,0.15881901494289197,0.0542864881946639,7696,4.461243284727551,1
0.21241227898224016,0.07703767593209707,0.15658446700905634,0.06762849413886383,4639,4.351040890735876,1
0.23407254068576713,0.07495210200621022,0.15213944372261007,0.061815939571450595,16030,4.450670571913057,1
0.21904379829411663,0.0750553801608205,0.1585006366538173,0.06924700423854459,9701,4.335350857302332,1
0.21457601222307104,0.07914438502673797,0.1649503437738732,0.06823529411764706,5819,4.315263559969442,1
0.2167115081983857,0.07807502918929896,0.1521397025229707,0.06995278948169958,3254,4.251890958931925,1
0.22763927981057053,0.07020953402135549,0.15548630657195192,0.06261448420676406,15836,4.270730018317473,1
0.21277566539923953,0.060988593155893535,0.16395437262357415,0.07041825095057035,1108,3.980532319391635,1
0.22844687503502067,0.06606300359732387,0.1593580850133919,0.06325014288435893,15614,4.27758788788901,1
0.22885829159273152,0.07142696704925765,0.15925069068529457,0.06557579569192067,15349,4.334808292715797,1
0.2066878434065934,0.06318681318681318,0.15843921703296704,0.06610576923076923,4124,4.022278502747253,1
0.2266170159326439,0.07505487425332795,0.15563539471241522,0.06445131206796763,16388,4.462341519880314,1
0.2506007359014793,0.08196290455808365,0.1174250957422843,0.053634452203949835,10272,4.548190283096794,1
0.22575026128502462,0.0790656779309544,0.14870850544965908,0.06297383831848571,11285,4.379336087194545,1
0.22209237335501245,0.07372592856054062,0.1575800687634436,0.06798435038869977,9426,4.250376843995054,1
0.2041871921182266,0.07369458128078818,0.1568472906403941,0.07248768472906404,6413,4.186871921182266,1
0.21392389354573044,0.07172914856891437,0.1649274021593204,0.07083789302677151,15702,4.360089802457158,1
0.2373818115379345,0.09030283652308957,0.11110857351664916,0.05985931576302928,8706,4.594505092952085,1
0.22876590133416072,0.07646214706794911,0.14392646602544212,0.061511014582686936,9361,4.352389078498294,1
0.22414289830020168,0.07206651026875746,0.15824998971066387,0.06593406593406594,8076,4.259579371938923,1
0.20188771618221357,0.07290136739875443,0.15899853127028044,0.06833578121619929,14967,4.284888023590759,1
0.23036973877993955,0.07673823734594218,0.15839857375397257,0.05856135183319123,4743,4.490620882102163,1
0.23683735822679203,0.08404924575525942,0.1335881305102708,0.06306793839770908,17526,4.482671537125978,1
0.2170539502929885,0.07346938775510205,0.1661749848454233,0.0676096181046676,8450,4.369306930693069,1
0.20691785052501543,0.07288449660284126,0.17582870084414248,0.06794317479925881,822,4.293802758904674,1
0.2278295505786863,0.07842326769878251,0.15380279573124905,0.06587253870434391,4676,4.26984067338043,1
0.22035615269780337,0.07338451695457454,0.15936233738537,0.06317978246960973,16051,4.427916400085306,1
0.23045573886124066,0.07492456600963987,0.15102472667424272,0.05705552725420275,4901,4.459030526274541,1
0.22287581699346407,0.07358708189158016,0.15832372164552094,0.06205305651672434,4627,4.360169165705498,1
0.23649016406189255,0.07441101003032424,0.1568696057849312,0.06371977295700179,4407,4.319065391493663,1
0.22995310217575152,0.07303759514107788,0.16056738679172752,0.06385023448912125,4672,4.3853309756285075,1
0.2254850940450524,0.06371273511263104,0.16656754144673258,0.06196565311129284,4581,4.315812950709985,1
0.23225836312933199,0.07780516309693246,0.15389777947489613,0.05922171694379838,15163,4.45480843776397,1
0.22509166772031863,0.07954018628566611,0.15067222994900326,0.06569519956168078,16359,4.397311080203987,1
0.22079152491279444,0.07373713449033202,0.15780974118255028,0.06809568924680247,15390,4.3329636966538905,1
0.21866162676746465,0.0747585048299034,0.15611087778244434,0.07023659526809464,11833,4.327663446731066,1
0.23745484350809024,0.07388968155186545,0.15105795209617195,0.06818250812057922,5381,4.25059955678334,1
0.22444538738562306,0.07040506577014721,0.15630338044412528,0.06645559291053302,15729,4.261459455342669,1
0.22272768628878173,0.07437903739423164,0.1648621599490492,0.06291511236466199,3644,4.256346101355654,1
0.21435518767740527,0.070287222850791,0.15812143948867582,0.06537446158121439,17301,4.282369638142877,1
0.23192156862745097,0.07603921568627452,0.15827450980392158,0.06164705882352941,4620,4.445450980392157,1
0.22978406552494415,0.07148175725986597,0.1543186895011169,0.0657855547282204,4646,4.356701414743112,1
0.29049231885811055,0.08131728559332285,0.09123624047417443,0.0450586669892343,6654,4.739778637958147,1
0.23530626440029562,0.07352301873668651,0.153240881624136,0.06112246228752771,15373,4.405262357083859,1
0.21985081551804134,0.07148720511081766,0.1550376530211642,0.06781112816303222,4925,4.137620900103501,1
0.22297076685313771,0.07330053764611132,0.1579743584162295,0.06711869571842145,15772,4.39561611632311,1
0.22007039842219878,0.07532905099091942,0.16079328338788984,0.06624847629874132,12496,4.318176215194554,1
0.230953852867377,0.07345721662605913,0.15066002400087275,0.06396596239863268,4802,4.249172697188989,1
0.2226170590801247,0.07396452851868796,0.15497228458043855,0.06761285655009522,16227,4.319743379685289,1
0.2195115965149098,0.07749826154538389,0.1500552214995705,0.06730478177281465,21961,4.370589438376897,1
0.1940621215002853,0.07060990380476671,0.1636720353149618,0.0700393389455561,18307,4.207775697940962,1
0.19326408245934185,0.07065795014739207,0.1639460966170012,0.07005634989070929,18297,4.213798704554114,1
0.2855128963764837,0.11474468307285321,0.07358418322948937,0.058129416269274946,10358,4.745657697796651,0
0.2599505960691655,0.07691977231231877,0.15684674041456342,0.06847814413059822,6740,4.3905702932015895,0
0.2566352945705102,0.07377254267952345,0.15150990241930828,0.06147391111880979,8095,4.41568989741517,0
0.2258603533409684,0.07190732778852112,0.15973565139027093,0.06680059328239116,8762,4.29645344798453,0
0.23454867472822769,0.0735922804446073,0.16077317698790766,0.06383595944790521,10326,4.476685599120557,0
0.23159413018938918,0.06584723441615452,0.16353108407542122,0.0733099209833187,7791,4.226430870855805,0
0.25212499385839926,0.07136540067803272,0.15688104947673562,0.06397091337886307,6389,4.313762098953471,0
0.22824956288869708,0.0670606201447447,0.16307018126286435,0.06768032224509218,7194,4.257154239426333,0
0.2345082484449653,0.0653565311457676,0.1592355539529433,0.060885242946001984,9132,4.307725592716127,0
0.23162824904681725,0.06770016837949254,0.16342487758617352,0.06351971201300587,8439,4.326559445702452,0
0.2605338948183644,0.06991940753648443,0.1559815097170793,0.07178295699315085,6503,4.378639366877223,0
0.2314545644672174,0.06577433859667468,0.16363065983477987,0.07334518456551291,7787,4.225243124542508,0
0.256688113782594,0.06339799719413672,0.15226646025833293,0.06596197571476949,6321,4.180953993517488,0
0.2261233059028624,0.07149417961647328,0.1597653101392768,0.06684537087371362,8786,4.296848932461057,0
0.2469453506514559,0.0702316062491135,0.15318838524042067,0.05975562805211647,7101,4.383254645295941,0
0.21628567045105862,0.06554924823565511,0.16220466400736422,0.07513807916538816,7593,4.210800859159251,0
0.22703125359335832,0.06786560264931123,0.1610974403789987,0.07391394338017156,6356,4.31225996366396,0
0.24297269159926324,0.06899175142147834,0.16254905101305359,0.06366621286137583,7102,4.30930167374069,0
0.23237201069703908,0.06393212382399907,0.15427977759393577,0.06368201319814533,7374,4.367739577120649,0
0.2215661757895712,0.07728998795961842,0.16534685560803927,0.07177919792534963,6013,4.460081504121515,0
0.22527575637523717,0.0641589691194562,0.16668404261973768,0.06451343856210513,6887,4.288496424028858,0
0.1991640866873065,0.059814241486068113,0.17222910216718265,0.07139318885448917,5272,4.149133126934984,0
0.22026599993054832,0.0727679966663194,0.1560579227002813,0.06906969475987082,8788,4.351668576587839,0
0.24720446197796217,0.07239831315467284,0.15878111821520882,0.07084750374098762,5751,4.344524554482383,0
0.22579565290165227,0.06982138160254418,0.16649530140360105,0.06472824657468736,6050,4.407163865043877,0
0.23439898259001007,0.06777616980221901,0.15730386352672893,0.0645309827654256,6478,4.417072315046266,0
0.20957344671512823,0.07433822520916199,0.16856398299273076,0.06597174598820464,1160,4.40433411054725,0
0.22246556394444125,0.06629781184561889,0.15507271434883677,0.07392465371832556,7115,4.166176781357462,0
0.22494100111787355,0.06759408769097007,0.15712333871568748,0.06630232269283319,5843,4.162265557073655,0
0.20456391875746716,0.0668100358422939,0.16568697729988052,0.07192353643966547,6542,4.183775388291517,0
0.2087369420702754,0.06179170623615068,0.1633639337343041,0.07152052337237523,7296,4.208990186767965,0
0.2259071656259552,0.06399283874066634,0.16488362953582814,0.06838129339330161,6624,4.353172350552378,0
0.22179406756877856,0.06936105385787257,0.16560623711802133,0.06971950891656958,1742,4.188726588403979,0
0.22137202629276134,0.06276073994179776,0.1711675044262195,0.06416491992104031,8111,4.25698528663587,0
0.25243872356647906,0.06799273428565021,0.16112394321978785,0.06761150853272935,6492,4.508016953333483,0
0.21943865115460964,0.07673945272256703,0.1624996859059728,0.06827147774957912,6143,4.256853531673242,0
0.19654269250916712,0.07462895058494849,0.1571154181945172,0.07420988301030208,4634,4.238728828356906,0
0.20355009387267453,0.06943164362519201,0.16303123399897593,0.08093531319337771,4603,4.145383171189623,0
0.2432080959023952,0.06421866502730948,0.16903506490435768,0.07313266970893528,5901,4.413590901567635,0
0.2095564216359909,0.06305616256279709,0.16618982180269887,0.07256302237040708,6753,4.166009596972223,0
0.21231177130425916,0.06640266494442368,0.15928481593527993,0.06743940990516333,8597,4.128488391855604,0
0.21236965488970305,0.06730547513514898,0.16240936691347904,0.07071302298173247,6024,4.230765289129153,0
0.21082167937098614,0.06602244763219495,0.1679370986135286,0.0740051617549967,5292,4.179310965728348,0
0.2142741310654246,0.061911025423881515,0.16672372475179734,0.07156885709652426,8221,4.234977206796519,0
0.21852336825141017,0.06124093473005641,0.16375402900886382,0.06333098307816278,6348,4.257050765511684,0
0.23958659567804572,0.0631172356195845,0.16158262866687545,0.060215053763440864,7707,4.406660402964819,0
0.21910039953602267,0.06337340968092353,0.16299965017583268,0.07029624583433064,8158,4.230294772890468,0
0.2190764572293717,0.06111531667928337,0.159702245773404,0.06585919757759273,6074,4.100025233409034,0
0.20182185261741095,0.06715377589770706,0.16622602509253473,0.07224919482766909,6522,4.175671778108927,0
0.21313612252656733,0.061788294078244654,0.16697141408838279,0.071691076633416,8173,4.2187301989608414,0
0.21045559652521717,0.06468345728391975,0.17398912567964503,0.0644022248609462,5008,4.216923942253609,0
0.20958125669570077,0.07142857142857142,0.15871722017793097,0.07473566537798687,6418,4.155852624714705,0
0.2091661907481439,0.07064534551684752,0.16753283837806968,0.06581953169617362,5799,4.3894917190177045,0
0.19762776468228097,0.06073524248959326,0.16934149154922515,0.06966247053513215,6350,4.023446511861176,0
0.211842067968595,0.0705478869646552,0.16703041297015392,0.0656160539667243,5830,4.401434199710892,0
0.22037556658752427,0.07748758903518238,0.15886034966544355,0.07662421756960933,751,4.283617526440751,0
0.2576796257955678,0.07123686833831762,0.16854535695115405,0.06823096388313779,9506,4.396012575722721,0
0.21717085276624876,0.07113516751529673,0.1604552650720979,0.06944503872320397,7521,4.2632108168242695,0
0.21505567250868693,0.0772820655895706,0.1632637532655287,0.06843026352499557,6119,4.23724858599437,0
0.2082158470652146,0.067853170189099,0.16317872571591174,0.07124194841813902,6001,4.215174483275991,0
0.21219438575309388,0.07188465021244979,0.1584666465439179,0.07429938006454759,6403,4.177854141029511,0
0.23248931272607695,0.07238572837882276,0.1568974021703387,0.06642551792173627,3607,4.376973035185794,0
0.21001215699895798,0.06490969086488364,0.16540031260854463,0.07309395623480375,7262,4.164879298367489,0
0.2149654059468383,0.06362337927324664,0.16389976071673684,0.0707276808072564,8114,4.216727569512716,0
0.21497271302750312,0.07129734694980278,0.16145242340735938,0.06729885989085212,6257,4.324769006321932,0
0.2281075326058025,0.07559222784136278,0.14426404045781208,0.05935586904445036,658,4.35027947830716,0
0.22884641090763266,0.06964309584280176,0.15836786525865526,0.060820745889586955,5136,4.268012297821147,0
0.2782635404934985,0.06550629671342276,0.16541414968772397,0.07386096037677894,6906,4.387283710453568,0
0.21600249066002492,0.06303445413034454,0.16436280614362805,0.07129514321295143,7402,4.2477791614777916,0
0.19983395786119776,0.06044831377476608,0.16884690466039895,0.07002939394619337,7405,4.0354073641932375,0
0.2245855076293018,0.06390778783274985,0.15808507827465487,0.06917563907787833,8932,4.385114604663452,0
0.2165078910297734,0.061767304156817804,0.16469689372776544,0.07243989208031898,6318,4.339397846381587,0
0.21668559530569753,0.06104486087450312,0.1643479083853871,0.07176320272572402,6325,4.316273897406776,0
0.19351562698352248,0.06045141798055196,0.17015766623505219,0.07004849315764085,6310,3.9953284078503057,0
0.23957665169980757,0.06270044900577293,0.16319221723326918,0.07641116100064144,5627,4.44117489843917,0
0.2346851317214002,0.07359707686755684,0.15258480692890652,0.07657434139299892,6919,4.44361241429087,0
0.25779319314979404,0.06726642098417515,0.1487752005202688,0.07014957728159549,7570,4.341101235638413,0
0.23492790649869322,0.0684227527677444,0.15343728893195901,0.07329750682759228,5287,4.2965377499779756,0
0.22685756603307825,0.12138978030116021,0.10472722784497655,0.06924216242902986,2857,4.682177240187608,0
0.24002780915964195,0.06903044523623302,0.1528055386576287,0.07711248225717679,5445,4.40056777034269,0
0.27191108737734465,0.07235832053934985,0.14985648488084907,0.05440224284093185,4739,4.408150323743408,0
0.23029847541335624,0.06250805239424523,0.16186386085462745,0.06963710543268198,6857,4.335967360961993,0
0.2386111718237737,0.05595278983357792,0.16098916539170074,0.07097136790832735,4705,4.281481250195148,0
0.2256971092350985,0.0632088343139763,0.1734672124157926,0.07653278758420738,7113,4.296111537477616,0
0.2082704811443433,0.06631989596879063,0.16145643693107933,0.0681404421326398,8419,4.1116081491114,0
0.2149472413577806,0.06318549813731815,0.16466523756998064,0.07140627276322088,7400,4.240712605881496,0
0.2079134493739912,0.06513109104392968,0.16607773851590105,0.07324521223225582,7247,4.154168302578197,0
0.21964325848435937,0.06284861982305948,0.17160778865210552,0.06442187851173814,8100,4.245796130192264,0
0.2071257192602501,0.06155381446801282,0.16349236681741938,0.07183047752510775,7262,4.182686795337283,0
0.26374218405629113,0.06453561458214292,0.16115129054903432,0.06221736078232903,8866,4.386642286908397,0
0.20811459087617667,0.0630657132512672,0.16650072411296163,0.07241129616220131,6741,4.156747827661115,0
0.21870590606732512,0.06102600282201169,0.16367667808909495,0.06324329772223342,6347,4.260330578512397,0
